% Model,mush.mph
% Version,COMSOL 5.5.0.292
% Date,"Oct 14 2022, 07:24"
% Dimension,2
% Nodes,5022
% Expressions,1
% Description,Line
% r,z,Color
0,0.40527633215416775,7.672896276087021E-5
0,0.406098531977375,6.960879977147237E-5
0,0.4069207318005822,6.302123533816689E-5
0,0.4077429316237894,5.6966269460953784E-5
0,0.4085651314469967,5.144390213983302E-5
0,0.4093873312702039,4.6454133374804615E-5
0,0.4102095310934111,4.199696316586856E-5
0,0.41103173091661827,3.8072391513024885E-5
0,0.4118539307398255,3.4680418416273546E-5
0,0.41267820415294,3.1518810433253356E-5
0,0.4135024775660546,2.8578673553422407E-5
0,0.41432675097916916,2.5860007776780704E-5
0,0.4151510243922837,2.3362813103328236E-5
0,0.4159752978053982,2.108708953306501E-5
0,0.4167995712185128,1.903283706599103E-5
0,0.41762384463162733,1.720005570210629E-5
0,0.4184481180447419,1.5588745441410795E-5
